username,content,sentiment
fredyRichardo,"@4Y4NKZ Di blow up aja .., foto orangnya..., ini kayanya kemenkeu tdk bekerja sama sekali nieh, masa berulang berulang di tpt yg sama, itu namanya ngga kerja, bagaimana bu Ani, mas Pras... @KemenkeuRI 
@smindrawatii 
@prastow",Negatif
alfiansyh,"@Dsinathrya wkwk warga negara cuma dapet beritanya doang, Bang.
Karena kesadaran WP adalah prestasi DJP, bukan begitu, Pak? @prastow 

Ditunggu kasus-kasus fraud di DJP/kemenkeu selanjutnya🥰",Negatif
cgtrisanjaya,"@msaid_didu @mohmahfudmd Belum tentu juga.
Gaduh nggak produktif. Menko dan Menkeu saling tikam. Kemenkeu babak belur dan harus kembalikan trust publik dari awal. Negara nggak untung. Yang untung cuma menkonya dapat poin elektoral buat 2024. Padahal belum tentu yang 35T atau yang 349T itu semua korupsi.",Negatif
KaptenKikuk,"@yaniarsim @CGK_AP2 @kemenkeu Lu ga bisa bedain pejabat negara sama orang ninggalin pos tanpa ijin ????
Pinter banget sikk....sekolah dimana dulu ???",Negatif
CutSarina5,@ArekMblitar80 @CeritaPuspa @alfretsk @HelmiFelis_ @HisyamMochtar @Restty_cayah @cobeh2022 @RagilSemar @DrEvaChaniago @BosPurwa @B_n1ng17 @MubahalahKM50 Banyak emang sengaj mereka ini tapi kita tetap fokus kasus di Kemenkeu 300T itu saja,Negatif
Zulkifli_ID,"@KemenkeuRI Yg hidupnya hedon orang Kemenkeu, yg disuruh hidup hemat semuanya. Itulah alasan kenapa thr tukinnya hanya 50%. Luar biasa memang pola pikir dan daya nalarnya.",Negatif
p4piKRiS,@kompascom Jujur gw agak bingung dgn mekanisme kerjanya.... klo PPATK udh nemuin transaksi mencurigakan di Kemenkeu kenapa hasil analisanya dilaporin balik ke Kemenkeu? bukannya ke Penyidik (Polisi/Jaksa/KPK)? Emangnya Kemenkeu punya kewenangan penyidikan Tipikor? boleh sadap sita barbuk?🤔,Negatif
viktoriaplayen,"@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Kementerian brengsek! Duit dimakan sendiri, yg lain malah dipotong. Mentang² pajak masuknya via kemenkeu. Jancuk tenan!",Negatif
Darna03645146,"@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Trik Jeng Sri Aja Kale, Utk Menunda THR ASN  Yg Sangat Dibutuhkan Oleh Para Pegawai Kecil, Lah Bantuan Subsidi Kpd Mobil dan Motor Listrik Aja Yg Tdk Ada Urgensinya Kok Kemenkeu Mampu.... Ngambek",Negatif
dra_tio,@Candra4smara Itu si kemenkeu malah hangus ratusan trilliun san,Negatif
truzlover,@Mackemot1 @logikapolitikid Sampe sekarang jg kayaknya msh begitu...apalagi lulusan yang dari luar sekolah kedinasan yang jadi pegawai kemenkeu itu sedikit...masih keliatan kok perbedaan mentalnya bahkan sampe tua sekalipun macem si Rafael alun...,Negatif
HerryHermiawan,"@KompasTV Kalau memang benar yakin ada kasus TPPU 349T di Kemenkeu, kenapa tidak segera diusut ? datanya saja masih amburadul, APH saja belum tentu sudah terima datanya.lalu kalian bacotin terus kepublik seolah kalian itu paling benar. Kalau APH tidak sependapat gimana ? konyol kan ? dasar",Negatif
Agustinus_Arif,"@KompasTV bukan cuma di kemenku min, itu total semuanya yang melibatkan oknum di luar kemenkeu juga.",Positif
LailaKusuma77,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Negatif
Allunk1801,"@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Pencuriiiiii...alasan taiiiii....kemenkeu foya"" non kemenkeu ditindas...sri mulyani perampok",Negatif
Zulkifli_ID,"Yg hidupnya hedon orang Kemenkeu, yg disuruh hidup hemat semuanya. Itulah alasan kenapa tukinnya hanya 50%. Luar biasa memang pola pikir dan daya nalarnya.",Negatif
sakkusaitna,"@AThendean @mohmahfudmd Tonton pernyataan MMD diawal kasus ini diblow upnya..dia menuduh oknum Kemenkeu korupsi!!! Dan tlg jelaskan 189T ternyata kasusnya dmkian, tp dituduh korupsi di kemenkeu? Apa tujuan MMD? JELASKAN!!",Negatif
Mackemot1,"@logikapolitikid Maaf ya  tum,alm ayahku dulu pns di kemenkeu ,di inspektorat lulusan UGM,sering ngeluh sama yg lulusan stan,karena money oriented,soale kere,kuliah dibayari negara,beda sama yg di univ(walo gak semuanya) jadi motivasinya pengen kaya...",Negatif
DJPb_Kemenkeu,"Program ini juga didukung oleh APBN, yang penerimaanya berasal salah satunya dari pajak yang dibayar oleh masyarakat.

Simak yuk realisasinya sampai dengan pertengahan bulan lalu.

Sumber: @DirektoratSMI @pipkemenkeu 

#DJPbHAnDAL #HBP19 #HariBaktiPerbendaharaan #UMKMBangkit",Positif
kibring,"@prastow Intinya bukan perbedaan data, intinya itu dibentuklah tim khusus untuk menyelediki ini, susah bener ehhhh... Kalau DPR menolak usulan dibentuk tim khusus, ya dari kemenkeu dong yg inisiatif biar kesannya kemenkeu itu bener2 bersih2 tanpa melindungi siapapun yg terlibat",Negatif
BudiChe,"@Paltiwest @prastow @mohmahfudmd Woooiiii 491 orang maling anak buah jeng Sri... berarti bakal dibuka lowongan kerja sebanyak itu. 

Ayo ade2 yg berahlak baik dan jujur ada lowongan kerja di kemenkeu nih.",Negatif
Insarulhadi45,@mohmahfudmd Jd teringat ungkapan salah seorang bupati yg bilang kemenkeu sarang setan,Negatif
arief_indriadi,"@Bambangelf @KemenkeuRI Artinya; ""Salah sendiri Elu obok² kemenkeu, coba sy sentil dikit biar tau siapa gue...""
🤫🤫",Negatif
Aidar_yoga4,@spesiallsambat @kpertiwi29 Pns hakim pengadilan pangkat yang sama penghasilannya jauh lebih tinggi dari kemenkeu. Kenapa anda ga iri sama merek aja?,Negatif
TrafelKaft23,"@prastow @bangunnagoro Kemenkeu udah lagi buruk gini citranya masih di kasih bonus? 
Lelucon di negeri wakanda",Negatif
notsotoxicgrl,@imingine Ya so pastii tapi pas tes kemenkeu ga lolos 🤡,Positif
ajigees,"@Paltiwest Di level Jakarta pimpinan Kemenkeu ada yang bermain, makanya menterinya tidak mendapatkan data yang utuh tapi diolah, kacau ya.",Negatif
goatmessi_king,@tvOneNews keren sekali prestasi kemenkeu ini gak kaleng2 nominalnya,Negatif
notsotoxicgrl,"Punya temen yg katanya gamau jd pns tp akhirnya ikutan pns tp bukan di kemenkeu tapi sering bgt story nyinyirin tukin kemenkeu, hadehhhh",Negatif
prastow,@ken_aryadharma @KemenkeuRI @mohmahfudmd Kewenangan Kemenkeu adalah tindakan administratif. Yang ada indikasi pidana kami limpahkan APH. Kami sangat terbuka jika akan ditindaklanjuti oleh APH lain terkait pidana yg bukan tusi Kemenkeu. Selama ini sdh dijalankan juga,Positif
EniSari03,"Mahfud mengatakan PPATK telah melaporkan transaksi janggal ke Kemenkeu sejak 2017. Namun sayangnya, akses Sri Mulyani terhadap temuan itu ditutupi anak buahnya sendiri. Laporan itu ternyata tak sampai ke tangan Sri Mulyani hingga 2020. / #...",Negatif
harishrish,"@prastow Keseharian kerja di kemenkeu udah gak se indah sebelumnya ya om @prastow ? gimana tuh beban moralnya ternyata banyak tikus di internalnya, istri2 pejabatnya kena beban psikologis gabisa pamer harta 😅",Negatif
Djajank,@__AnakKolong @PPATK Iya.. sampek PK ke MA DJBC kalah sehingga dilimpahkan lg ke DJP buat ngejar kewajiban pajaknya.. tp ttp aja disampaikan itu TPPU kemenkeu n blm diapa2in di DPR kmrn.. entah arahnya mau kmn..,Negatif
AdhiEndrawan,@Leonita_Lestari Kalo karena dipimpin Bu SMI lalu menganggap Kemenkeu baik² saja ya naif banget,Negatif
PARIBANMU,"Sumber datanya sama dari PPATK.
Jadi clear kan.
Jangan bingung!!!

Yg beda itu penafsiran data, dari Kemenkeu dan Menkopolhukam.
Data pak Menko 35M, termasuk pencucian uang pegawai dan grup.
Sedang SMI dipisah 3,3T hanya 1 pegawai Kemenkeu.",Negatif
Dodolmeong1,"@prastow sing penting rakyat pingin lihat transparansi oknum yg terlibat, jenis pelanggaran dan hukuman yg dikenakan ke para pegawai kemenkeu tersebut, demi transparansi dan rasa keadilan rakyat...",Positif
duwiesiswoyo,@democrazymedia Entahlah. Lebih percaya Sri Mulyani dripada kemenkeu dari jaman baheula. Dimana rakyat banyak makan tiwul dan jagung. Hadeh,Negatif
goro2bojo,"@mohmahfudmd Yg terkait dengan pegawai kemenkeu langsung berapa T prof, bener 3,3T atau 35T jadinya?",Negatif
bekasionlinecom,Keluarga Pejabat di Kemenkeu mana paham makan nasi pake remahan gorengan yang kita dapat dari beli gorengan 10rb perak lalu remahan 2 plastik penuh bonus kita dapat.🤣,Negatif
WF10051729,@keuangannews_id Dukung pansus tppu kemenkeu di dpr,Negatif
edi_21_mudo,"@CNNIndonesia Kalau penerimaan seret harusnya pejabat kemenkeu dapat hukuman pemotongan Tunkin, karena kalau penerimaan negara baik, mereka dapat insentif. Biar adil aja...",Negatif
nurulichsan141,"@CNNIndonesia Lagi pusing sama Rubicon, Kemenkeu geene..
Dulunya Perusahaan juga kena intervensi gak penting, ternyata banyak yg Korupsi.. pas waktunya pusing mikirin THR pula
Emang lagi Panas..
Ditambah lagi ulah Pegawai yg bersikap tdk sesuai dgn Komitmen etos kerja.
Gampang aja dipecatnya..",Negatif
zazaniche,"@prastow Mas angka yg ""bermasalah"" di kemenkeu saja itu luar biasa besarnya...sgt2 besar di luar nalar bs nimbun tahunan tanpa tersentuh..ga jauh2 lho ini di kantor pusat..cetho..terlihat.. itu yg bikin sakit hati...knp di counter dgn administrasi akuntable..bla..bla..andap ashor lah mas",Negatif
svarga700131,@yaniarsim @CGK_AP2 @kemenkeu @AngkasaPura_2 @AP_Airports gimana neeh .... Ternyata cuma segitu doank,Negatif
pramuditabogy,@CNNIndonesia Payah kemenkeu pikirkan ASN tukin kecil jgn Selalu ASN kemenkeu tukin bsr,Negatif
FaizalPKaliman,"@roy_pasha Apakah ini pegawai anda @KemenkeuRI ?

Yang paling merasa ikut aturan jam kerja..

Semua ASN ada target yg hrs dicapai..
Semua ASN terikat aturan yg sama..
Semua ASN terikat kinerja yg dinilai..
Tapi hanya ASN Kemenkeu saja yg banjir bonus akhir tahun karena mencapai target..",Negatif
sakkusaitna,"@__AnakKolong Bayangkan yg digambarkan...

NEGARA RUGI 189T DIKORUPSI OLEH OKNUM KEMENKEU

tapi kenyataannya

NEGARA MENERIMA 16M DARI EKSPOR EMAS.

Betapa jahatnya framming MMD dalam kasus ini😤😤😤",Negatif
dyta0303,@yaniarsim @CGK_AP2 @kemenkeu aturan suka suka ..selagi pegang kuasa,Negatif
Raeraraera,"@UyokBack Kalau si bengis ini sdh turun tangan, alamat cilaka bagi yg ngotot ngusut tuntas aliran dana ratusan trilyun kemenkeu yg mencurigakan itu. Alamat kasus ini akan masuk peti es. Lalu spt biasa akan ada issue utk mengadu domba bangsa dan yg dikorbankanpun spt biasa, ummat Islam.  😡",Negatif
ardians6u,@Heru_Catur @CNNIndonesia Abis buat bayar asn kemenkeu,Negatif
setiawanachmed,@Mythicalforest Giliran ASN kemenkeu dinormalisasi untuk korup,Negatif
pramuditabogy,@CNNIndonesia Memalukan kemenkeu THR ASN hbs lebaran bs diam2 ASN kemenkeu THR bsr,Negatif
roy_pasha,"@sabtudepan @MuhammadIlhamG @KemenkeuRI @prastow Saya bukan jubir Kemenkeu sehingga segala pernyataan saya keluar dr saya pribadi, bukan institusi. Mohon maaf atas segala keriuhan yg saya mulai dr semalam 🙏",Positif
rzckyr,"@FaizalAmrul__ Menurut menkeu, 135 surat (Korporasi + Pegawai) = 22T. Dari 22T itu yg diakui sbg dosa Pegawai kemenkeu adalah 3,3T. Sisanya 18,7T dosa Korporasi non pegawai.",Negatif
SORIMUDASIREG10,"@mohmahfudmd Klo diluar negeri sudah pasti kemenkeu ny mengundurkan diri, karena masih punya malu, klo di +62, dah tersangka pun blum jg mengundurkan diri",Negatif
mallika2301,"@__AnakKolong @PolhukamRI @mohmahfudmd akun ini kayaknya ga setuju kasus kemenkeu dibuka, mencurigakan",Negatif
RadenSyamill,"@yaniarsim @CGK_AP2 @kemenkeu Kemarin ada foto waktu artis korea di kawal ketat barikade malahan, bantu cari fotonya dong,",Positif
Budionotaslim3,"@CNNIndonesia Sbg bentuk skors kpd jajajaran Kemenkeu, tunkinya harusnya dikurangi 50%dr jumlah tunki yg skrg diterima,tunki paling jumbo kerja amburadul diduga sarang penyamun,tuh Rafael pembajak pajak skrg sdh jd TSK oleh KPK tunggu giliran pejabat yg lain menyusul Rafael",Negatif
MuhammadIlhamG,"Jiahh twitwar dr kmrn, Mas @roy_pasha nyerah, twitnya dihapus semua.  Sy akhiri twitwar ni kmbli k statement awal, sbg ASN (orgtua) kita hanya ingin mnjamin keluarga dan anak2nya bs sekolah/kuliah. Jadi samakan Tukin Kemenkeu dg K/L atau ASN lainnya. @PNS_Ababil",Negatif
urname167,"@indraprabowo @madHink Kalau ppn dan pph dikelola daerah, Justru yang ada daerah yang kaya makin kaya, yang miskin makin miskin. tingkat korupsi di daerahnya pun akan semakin tinggi nantinya, ppn dan pph yang dikelola kemenkeu yg katanya integritas aja begitu, apalagi klo diserahkan ke daerah,kacau nnt",Negatif
rajaonan,"@BennyHarmanID Tugas DPR itu mengawasi kinerja pemerintah, tapi kok baru tau sekarang kalau ada kasus TPPU jumbo di Kemenkeu? Begitu MMD mengungkap kasus ini ke publik Anda malah menuduh dia punya motif politik dan bisa dipidana.  Selama ini Anda kemana saja dan sebenarnya bekerja untuk siapa?",Negatif
bgenkstatham,"@YRadianto Trus di promosikan jadi kepala kantor, keren memang kemenkeu ini👍👍👍 bikin tambah rajin mau bayar pajak!",Negatif
BapakHudan,@Tan_Mar3M Yg 50% utk pegawai kemenkeu sbg pajak ...,Negatif
Hendri_Mantis,Ada issue kalau aturan dari kemenkeu @KemenkeuRI gaji ke 13 dan THR diberi 50 % dan aturan dari @kemendagri TPP diberikan 50% ada apa negara ini cc @tempodotco @setkabgoid @jokowi @msaid_didu,Negatif
andybintoro,@__AnakKolong @PolhukamRI @mohmahfudmd Iya blunder terbesarnya diawal adalah ga koordinasi dgn kemenkeu. Kek ga ada fungsinya menko 😀 blaga kek buzer twitter,Negatif
trackloxross,"@prastow @TrafelKaft23 @K_Piningit16 Nah ini, kenapa kemenkeu sampek bisa dikata2in secara kasar oleh masyarakat? Problemnya apa Pak?",Negatif
idmilanplus,"@KemenkeuRI Ribet, min. Bikin sayembara foto gaya hedon asn kemenkeu, lalu sampeyan yg urus berikutnya ke kepolisian. Itu kalau niat ya",Negatif
Simajaya22,"CUMA OMDO.
Uang 349 triliun ùang siapa?.
Jelas uang asal Rakyat di Kemenkeu yang dirampok Pegawainya sendiri.
Semoga cepat tertangkap perampoknya, adili dengan Hukum Rimba saja ðigàntung di Lapang Monas dan keluarganya dimiskinkan.!.",Negatif
cikal_adi,"@NephiLaxmus @chalifrahman1 @satrioajisaputa @mohmahfudmd Datanya sama, hanya saja data yg diambil untuk disampaikan hanya data yg terkait kemenkeu (analogi buah anggur), sementara data MD keseluruhan (melibatkan kemenkeu dan pihak lain). Kemenkeu fokus ke pajak, MD ke pencucian uang.",Negatif
MrTe9uh,"@sakkusaitna @HmfaqihA @__AnakKolong @mohmahfudmd Kemarin hanya pembetulan dari beberapa penyimpangan. Tapi karena ideks korupsinya turun, dan penyebab utamanya ada di kemenkeu, maka sekarang perlu tindakan hukum nya.",Negatif
joeltoeng,"@AntiPekines @mohmahfudmd @DPR_RI Kalau pekan depan hadir juga :
1. Kemenkeu
2. Menko
3. BPK
4. PPATK
5. KEJAKSAAN
6. KAPOLRI

cakep nih",Negatif
ira2516,"@BennyHarmanID Bapak ini sudah baca baik2 tweet pak @mohmahfudmd ?
Clear antara Menko Polhukam /PPATK dan Kemenkeu mengenai data.
Tentu uruaan dgn DPR masih tetap lanjut.
Aneh deh bapak ini",Negatif
bacot11970073,@kurawa @MAIAsangJUARA Plis bahas lg soal transaksi janggal kemenkeu. Yiahahahahah,Negatif
rajaonan,"@yoga_6689 @mohmahfudmd Tonton lagi videonya, PPATK kirim 300 surat ke Kemenkeu sejak 2009.",Negatif
sakkusaitna,"@taufikbasari @prastow @mohmahfudmd Bro..knp kemaren pak Ivan,ketua PPATK, nga dicecar jg? Jelas kompers awal antara beliau,MMD, dan Dirjen Kemenkeu, Ivan mengatakan bahwa dugaan TTPU  300 T (saat itu) bkn org Kemenkeu tp lbh pd bhw kasus tsb byk terjadi di B&amp;C dan Pajak. Trus kmrn malah 349T  smua org  kemenkeu?🤦",Negatif
MrTe9uh,"@__AnakKolong Gini lho, asumsi dasarnya indeks korupsi di Indonesia turun. Penyebab utama nya ada di Pajak dan beacukai, kemudian DPR. Ditemukan harta RAT yg di luar kewajaran. Laporan TPPU ada 300 T yg melibatkan pegawai kemenkeu. Maka perlu di periksa alur uangnya bermuara kemana.",Negatif
ichsanfauzi6,@kompascom arteria dahlan sebagai anggota DPR bukan? kalo sudah tau ada dana gelap senilai Rp 349 Triliun di Kemenkeu tindakan apakah yang layak untuk menangani kasus tersebut? Buat pansus apa segera mengesahkan RUU Perampasan Aset? Itu dana gelap berasal darimana? Kok tega!,Negatif
KopBam,"@roy_pasha @MuhammadIlhamG Oh, jadi lu pikir cuma ada di Kemenkeu? Wkwkwk...
Jarang perjadin ke kabupaten/kota, kah?",Negatif
alif5151,"@Miduk17 Woy Lae, mending kau ikut kawal n bahas ksus TPPU kemenkeu krna lebih brfaedah drpd kau bahas yg unfaedah",Negatif
sakkusaitna,"@FuckNoyy @Tery44117487 @mohmahfudmd Anda coba nalar yah ..Komite TTPU itu terdiri dari lembaga dan kementerian. Kemenkeu,PPATK,BIN,Kepolisian, Kejaksaan, dan beberapa kementerian dan lembaga lainnya.
Kalo itu tak mampu digerakkannya selama ini MUNDUR SAJA,jawaban paling logis 🤦",Negatif
ayubharis,@prastow Kemenkeu pikirkanlah honorer yg tdk dapat THR.... Kalian besarkan THR golongan kalian.. Tapi kalian dholim kepada honorer...,Negatif
Max99691104,@UyokBack Kalo si Tua Bangka HP ini turun tangan berarti ini ada tokoh besar yang terlibat dalam kasus Kemenkeu ini.,Negatif
Nikkontol,@NorthPapua2021 @jokowi Demo aja di gedung kemenkeu,Negatif
ahlinya_berdosa,@roy_pasha @MuhammadIlhamG Dikira kemenkeu doang yang kaya gitu? Jangan ngelawak lah wahai tapashya..,Negatif
getteng_hola,"@prastow Bagi publik, Buka lagj transparansj data  aliran uang itu, Tapi, data ttg siapa penjahatnya di Kemenkeu itu. Kalau merasa kredible dan transparan buka ""pelaku utama "".   Biarkan aparat hulum telisik pelaku pendukung.  Jangan biarkan Jeng Bond digilas sendiri",Negatif
miekaritelor,@CNNIndonesia Seorang agnes berusia 15 tahun mampu memporak-porandakan jajaran Kemenkeu,Negatif
MuhammadIlhamG,@YRadianto Sakit emang Kemenkeu ini,Negatif
siardhi,"@PNS_Ababil Alhamdulillah disiplin 100K, Kinerja 150K.

Tukin Kemenkeu mah lewat. Hehehe",Negatif
Irwansetiawan,"@NephiLaxmus @chalifrahman1 @satrioajisaputa @mohmahfudmd Suratnya sama, harusnya datanya juga sama.
Mulai terjadi Perbedaan ketika merekap data dan memberi kategori data. 
Pa Mahfud mengkategorikan masuk tanggung jawab kemenkeu.
Bu menkeu menganggap bukan tanggung jawab kemenkeu.",Negatif
IraSamsudin,@Jatayu_45 Wiihh.. sampe kepala bin urun komen jg?? 😲 Ada apa kah dg kemenkeu?,Negatif
sakkusaitna,"@rienalova @Tery44117487 @mohmahfudmd Saya 3x nonton rdp itu. Tapi coba tonton juga konpers antara Ketua PPATK,MMD dan Dirjen Kemenkeu setelah MMD menembak Kemenkeu. Jelas dikatakan Ketua PPATK, bhw bkn org Kemenkeu yg korupsi, tp lbh pada bhw kecurangan terjadi di kementerian itu (bea cukai &amp; pajak).",Negatif
sangdatuk08,"@yaniarsim @CGK_AP2 @kemenkeu Kenapa harus dipecat ?
Pelanggaran apa yg dilakukan ...
Habib Bahar itu seorang habib cucu nabi, apa salahnya petugas tsb mencium tangan dan menjemputnya ...
Miris dengan negeri ini
@tvOneNews @KompasTV  @NajwaShihab @muhammadiyah",Negatif
Putrasibaga,"@mohmahfudmd Makasih pak udah buka pintu dari dalam, kalo enggak, saya gaakan tau kebusukan di Kemenkeu",Negatif
mukidioon3,@Jogja_Menyapa Bisa jadi anaknya terseret kasus kemenkeu,Negatif
moodypalf,@BilawalHaryo @worksfess Mgkn tergantung instansi nya ya. Ini alasannya karna kepake buat covid. Padahal mah pasti dr kemenkeu udah di sip sip in alias di sendiri2in.,Negatif
waseiwasena,"@roy_pasha @MuhammadIlhamG Semua kementrian juga gtu keleuss. Eh gue cuti lahiran juga potong TK 1,5-3% per hari selama 3 bulan, kemenkeu nggak kan?",Negatif
MuhammadIlhamG,@Mangeliciouss @BtkuisTham @roy_pasha Negara (Kemenkeu) gak peduli. Gak anggap sebgai bekerja yg beresiko. Singkat kata kerjaan ecek2 itu. Wkwk,Negatif
Februari2023,"@txtdrwumbo @investorgabut @hrdbacot Eh tolol, lu pikir yg netapin thr itu suka2 kemenkeu doang gitu ga diatur presiden? Mikir lah dikit goblok, lo mikir aja gabisa mau penghasilan gede",Negatif
sudarsosolo,"@mohmahfudmd Kemenkeu ndak usah ngeles, diakui saja, dibuka, tapi ya namanya mafia ya pasti melawan dgn berbagai cara,,,maka hati2...",Negatif
