username,content,sentiment,token,stem
blackfoot097, sumpah pengen ketemu trus nonjok anda anying kesal bet dah banyak bet oknum kemenkeu kek gini sering bergaul atau dengaran keluhan dari asn lain kek biar tau bahwa dunia tuh ga cuma ttg anda anda itu ga spesial amat dan anda mendapat privilege,Negatif,"['sumpah', 'pengen', 'ketemu', 'trus', 'nonjok', 'anying', 'kesal', 'banget', 'deh', 'banget', 'oknum', 'kemenkeu', 'gini', 'bergaul', 'dengaran', 'keluhan', 'asn', 'biar', 'dunia', 'tuh', 'ga', 'ga', 'spesial', 'privilege']","['sumpah', 'ken', 'ketemu', 'trus', 'nonjok', 'anying', 'kesal', 'banget', 'deh', 'banget', 'oknum', 'kemenkeu', 'gin', 'gaul', 'dengar', 'keluh', 'asn', 'biar', 'dunia', 'tuh', 'ga', 'ga', 'spesial', 'privilege']"
RevealJkt, kalau mau lengkapnya duit itu nyampe ke jt orang ya secara agregat bisa di cek di web kemenkeu search saja apbn kita ada rilis tiap bulan darius sinatria bs jadi dpt bonus lebih besar dari yang dia bayar krna dia menikmati fasilitas yang dibangun dri apbn secara agregat,Negatif,"['lengkapnya', 'duit', 'nyampe', 'jt', 'orang', 'iya', 'agregat', 'cek', 'web', 'kemenkeu', 'search', 'apbn', 'rilis', 'darius', 'sinatria', 'bonus', 'bayar', 'krna', 'menikmati', 'fasilitas', 'dibangun', 'apbn', 'agregat']","['lengkap', 'duit', 'nyampe', 'jt', 'orang', 'iya', 'agregat', 'cek', 'web', 'kemenkeu', 'search', 'apbn', 'rilis', 'darius', 'satria', 'bonus', 'bayar', 'krna', 'nikmat', 'fasilitas', 'bangun', 'apbn', 'agregat']"
ruliemaulana,tindak pidana pencucian uang tentang perdagangan emas dengan jumlah transaksi triliun kemenkopolhukham itu impor emas batangan ngaku emas mentah kemenkeu itu ekspor emas batangan ngaku perhiasan kirakira monyet yang bikin ini ga jelas supaya ga terusut siapa,Negatif,"['tindak', 'pidana', 'pencucian', 'uang', 'perdagangan', 'emas', 'transaksi', 'triliun', 'kemenkopolhukham', 'impor', 'emas', 'batangan', 'mengaku', 'emas', 'mentah', 'kemenkeu', 'ekspor', 'emas', 'batangan', 'mengaku', 'perhiasan', 'kirakira', 'monyet', 'bikin', 'ga', 'ga', 'terusut']","['tindak', 'pidana', 'cuci', 'uang', 'dagang', 'emas', 'transaksi', 'triliun', 'kemenkopolhukham', 'impor', 'emas', 'batang', 'aku', 'emas', 'mentah', 'kemenkeu', 'ekspor', 'emas', 'batang', 'aku', 'hias', 'kirakira', 'monyet', 'bikin', 'ga', 'ga', 'usut']"
tukangnya_ra, lha berarti kan tinggal ngaliin aja pack kemenkeu udah maksimal di pun,Negatif,"['lha', 'tinggal', 'ngaliin', 'pack', 'kemenkeu', 'maksimal']","['lha', 'tinggal', 'ngaliin', 'pack', 'kemenkeu', 'maksimal']"
imanzett, jangan kau samakan pejabat dengan pecundang,Negatif,"['samakan', 'pejabat', 'pecundang']","['sama', 'jabat', 'cundang']"
Herri32407314, zalimcuma begitu di pecatkebencian kelewat batas,Positif,"['zalimcuma', 'pecatkebencian', 'kelewat', 'batas']","['zalimcuma', 'pecatkebencian', 'lewat', 'batas']"
aliesongonem, kayaknya kalo pns daerah thr nya hanya gaji pokok aja deh nggak pernah tukin jadi selama ini mmg berbeda ya yg didaerah thr sangat berarti buat pns karena tukinnya cuma tukin kemenkeu,Positif,"['kayaknya', 'pns', 'daerah', 'thr', 'nya', 'gaji', 'pokok', 'deh', 'tukin', 'mmg', 'berbeda', 'iya', 'didaerah', 'thr', 'pns', 'tukinnya', 'tukin', 'kemenkeu']","['kayak', 'pns', 'daerah', 'thr', 'nya', 'gaji', 'pokok', 'deh', 'tukin', 'mmg', 'beda', 'iya', 'daerah', 'thr', 'pns', 'tukinnya', 'tukin', 'kemenkeu']"
AriskaPutraS, tadi ada meme yg intinya adalah sebuah pertanyaan apakah pembatalan memang diskenariokan dgn menciptakan kegaduhan krn negara memang lagi bokek ngga punya uang sebab faktanya kemenkeu ngga sanggup bayar thr ,Negatif,"['meme', 'intinya', 'pembatalan', 'diskenariokan', 'menciptakan', 'kegaduhan', 'negara', 'bokek', 'uang', 'faktanya', 'kemenkeu', 'sanggup', 'bayar', 'thr']","['meme', 'inti', 'batal', 'skenario', 'cipta', 'gaduh', 'negara', 'bokek', 'uang', 'fakta', 'kemenkeu', 'sanggup', 'bayar', 'thr']"
isma59447314, kan benci klo ke ulama,Negatif,"['benci', 'ulama']","['benci', 'ulama']"
JumintenMumet, ada dugaan indikasi korupsi di kemenkeu tmudah mudahan penegakan hukumnya berjalan lancarkarna ini menyangkut dana yang tidak sedikit,Positif,"['dugaan', 'indikasi', 'korupsi', 'kemenkeu', 'tmudah', 'mudahan', 'penegakan', 'hukumnya', 'berjalan', 'lancarkarna', 'dana']","['duga', 'indikasi', 'korupsi', 'kemenkeu', 'tmudah', 'mudah', 'tega', 'hukum', 'jalan', 'lancarkarna', 'dana']"
Sepur206, sengketa bea masuk amp pajak itu hal yg setiap hari terjadi aparat dr bc amp pajak biasanya kejar target amp cari aman drpd meloloskan tp ntar resiko dituduh macem² akhirnya dikenakan tarif akhirnya pengusaha ga terima dong sampai dibawa ke pengadilan amp akhirnya kemenkeu kalah,Positif,"['sengketa', 'bea', 'masuk', 'amp', 'pajak', 'aparat', 'dr', 'bc', 'amp', 'pajak', 'kejar', 'target', 'amp', 'cari', 'aman', 'drpd', 'meloloskan', 'resiko', 'dituduh', 'macem²', 'dikenakan', 'tarif', 'pengusaha', 'ga', 'terima', 'dibawa', 'pengadilan', 'amp', 'kemenkeu', 'kalah']","['sengketa', 'bea', 'masuk', 'amp', 'pajak', 'aparat', 'dr', 'bc', 'amp', 'pajak', 'kejar', 'target', 'amp', 'cari', 'aman', 'drpd', 'lolos', 'resiko', 'tuduh', 'macem', 'kena', 'tarif', 'usaha', 'ga', 'terima', 'bawa', 'adil', 'amp', 'kemenkeu', 'kalah']"
yuzviii, mana ada pns jaman now jalur kekerabatanapalagi kemenkeu ,Negatif,"['pns', 'jaman', 'now', 'jalur', 'kekerabatanapalagi', 'kemenkeu']","['pns', 'jaman', 'now', 'jalur', 'kekerabatanapalagi', 'kemenkeu']"
Sepur206, ane kasian ama kemenkeu sekaligus pengusaha emas nya kemenkeu dituduh ga kerja bener bahkan kongkalikong ama pengusaha pengusaha udah menempuh cara hukum yg syah amp menang skrg malah diungkit² lagi bisa² dihakimi via medsos,Positif,"['ane', 'kasian', 'kemenkeu', 'pengusaha', 'emas', 'nya', 'kemenkeu', 'dituduh', 'ga', 'kerja', 'kongkalikong', 'pengusaha', 'pengusaha', 'menempuh', 'hukum', 'syah', 'amp', 'menang', 'skrg', 'diungkit²', 'bisa²', 'dihakimi', 'via', 'medsos']","['ane', 'kasi', 'kemenkeu', 'usaha', 'emas', 'nya', 'kemenkeu', 'tuduh', 'ga', 'kerja', 'kongkalikong', 'usaha', 'usaha', 'tempuh', 'hukum', 'syah', 'amp', 'menang', 'skrg', 'ungkit', 'bisa', 'hakim', 'via', 'medsos']"
DJPb_Kemenkeu,dan pimpinan harus mampu mengorkestrasi dan menjaga kekompakan unit tegas dirjen perbendaharaan saat meninjau kppn purwakarta,Positif,"['pimpinan', 'mengorkestrasi', 'menjaga', 'kekompakan', 'unit', 'dirjen', 'perbendaharaan', 'meninjau', 'kppn', 'purwakarta']","['pimpin', 'orkestrasi', 'jaga', 'kompak', 'unit', 'dirjen', 'bendahara', 'tinjau', 'kppn', 'purwakarta']"
YRadianto, jawabannya yang sedang fokus dilakukan kemenkeusmi adalah reformasi keuangan menghadapi ekonomi global yang bergejolak setelah kemarin oleh pandemi lalu berlanjut oleh perang dan khusus rat ini berlangsung sejak artinya sudah mengakar di dalam,Positif,"['jawabannya', 'fokus', 'kemenkeusmi', 'reformasi', 'keuangan', 'menghadapi', 'ekonomi', 'global', 'bergejolak', 'kemarin', 'pandemi', 'berlanjut', 'perang', 'khusus', 'rat', 'mengakar']","['jawab', 'fokus', 'kemenkeusmi', 'reformasi', 'uang', 'hadap', 'ekonomi', 'global', 'gejolak', 'kemarin', 'pandemi', 'lanjut', 'perang', 'khusus', 'rat', 'akar']"
Sepur206, malah hal ini membuktikan kemenkeu udah bener sengketa impor emas jelas² kemenkeu udah proses jelasnya udah ada tindakan menagih sampai lanjut ke pengadilan meskipun kalah dipengadilan kalau emang ga bener harusnya ga bakal sampai ada gugatan di pengadilan segala,Positif,"['membuktikan', 'kemenkeu', 'sengketa', 'impor', 'emas', 'jelas²', 'kemenkeu', 'proses', 'tindakan', 'menagih', 'pengadilan', 'kalah', 'dipengadilan', 'emang', 'ga', 'ga', 'gugatan', 'pengadilan']","['bukti', 'kemenkeu', 'sengketa', 'impor', 'emas', 'jelas', 'kemenkeu', 'proses', 'tindak', 'tagih', 'adil', 'kalah', 'adil', 'emang', 'ga', 'ga', 'gugat', 'adil']"
DJPb_Kemenkeu,para pejabat dan pegawai kppn harus mampu menjalankan fungsi perbendaharaan di daerah dengan membantu satuan kerja terkait pencairan dan melakukan monitoring tetap semangat dan waspada menghadapi berbagai tantangan saat ini,Positif,"['pejabat', 'pegawai', 'kppn', 'menjalankan', 'fungsi', 'perbendaharaan', 'daerah', 'membantu', 'satuan', 'kerja', 'terkait', 'pencairan', 'monitoring', 'semangat', 'waspada', 'menghadapi', 'tantangan']","['jabat', 'pegawai', 'kppn', 'jalan', 'fungsi', 'bendahara', 'daerah', 'bantu', 'satu', 'kerja', 'kait', 'cair', 'monitoring', 'semangat', 'waspada', 'hadap', 'tantang']"
nicolesyahp, sementara thr kemenkeu sampai berkalikali lipat dari asn lainnya,Negatif,"['thr', 'kemenkeu', 'berkalikali', 'lipat', 'asn']","['thr', 'kemenkeu', 'berkalikali', 'lipat', 'asn']"
musttheguh, udah tau pasti ada conflict of interestnya masih aja berhubungan sm tusinya piye to lagipula yg rame pajak sm bea cukai yg lain kena dampaknya juga aneh jg kemenkeu nih,Negatif,"['conflict', 'of', 'interestnya', 'berhubungan', 'sm', 'tusinya', 'piye', 'to', 'lagipula', 'ramai', 'pajak', 'sm', 'bea', 'cukai', 'kena', 'dampaknya', 'aneh', 'kemenkeu']","['conflict', 'of', 'interestnya', 'hubung', 'sm', 'tus', 'piye', 'to', 'lagipula', 'ramai', 'pajak', 'sm', 'bea', 'cukai', 'kena', 'dampak', 'aneh', 'kemenkeu']"
PatriotDatehand, terima kasih kepada seluruh warga yg sudah lapor dan terima kasih para pegawai kemenkeu dan seluruh asn lainnya,Positif,"['terima', 'kasih', 'warga', 'lapor', 'terima', 'kasih', 'pegawai', 'kemenkeu', 'asn']","['terima', 'kasih', 'warga', 'lapor', 'terima', 'kasih', 'pegawai', 'kemenkeu', 'asn']"
p_indrayana, dugaan korupsi di kemenkeu t mohon izin pendapatnya bpk apakah pernyataan pak prof mmd ini tepat karena di rdp komisi iii kemarin angka t masih sebatas transaksi mencurigakan lantas apakah bisa disebut dugaan korupsi kalau belum dilakukan penyidikan aph,Positif,"['dugaan', 'korupsi', 'kemenkeu', 't', 'mohon', 'izin', 'pendapatnya', 'pernyataan', 'prof', 'mmd', 'rdp', 'komisi', 'iii', 'kemarin', 'angka', 't', 'sebatas', 'transaksi', 'mencurigakan', 'lantas', 'dugaan', 'korupsi', 'penyidikan', 'aph']","['duga', 'korupsi', 'kemenkeu', 't', 'mohon', 'izin', 'dapat', 'nyata', 'prof', 'mmd', 'rdp', 'komisi', 'iii', 'kemarin', 'angka', 't', 'batas', 'transaksi', 'curiga', 'lantas', 'duga', 'korupsi', 'sidi', 'aph']"
WinihartoB, sepertinya memang banyak pihak yg tersangkut t sampai ada org minta agar dpr hentikan polemik transaksi mencurigakan kemenkeu saatnya berubah dg mulai bersihin kotoran n penyakit bangsa,Negatif,"['tersangkut', 't', 'orang', 'dpr', 'hentikan', 'polemik', 'transaksi', 'mencurigakan', 'kemenkeu', 'berubah', 'dg', 'bersihin', 'kotoran', 'penyakit', 'bangsa']","['sangkut', 't', 'orang', 'dpr', 'henti', 'polemik', 'transaksi', 'curiga', 'kemenkeu', 'ubah', 'dg', 'bersihin', 'kotor', 'sakit', 'bangsa']"
DarmansyahTamb1, gurita kemenkeu,Negatif,"['gurita', 'kemenkeu']","['gurita', 'kemenkeu']"
umarngelo, buzerrp hanya bisa ghibah caci maki dan fitnah edit video tanpa berani diskusi adu logika atau dalil rezim jokowi rusak karena buzerrp contoh kasus di kemenkeu bukannya undang ahli untuk menyelesaikan substansi tapi malah undang buzzer ya gitu lah,Negatif,"['buzerrp', 'ghibah', 'caci', 'maki', 'fitnah', 'edit', 'video', 'berani', 'diskusi', 'adu', 'logika', 'dalil', 'rezim', 'jokowi', 'rusak', 'buzerrp', 'contoh', 'kemenkeu', 'undang', 'ahli', 'menyelesaikan', 'substansi', 'undang', 'buzzer', 'iya', 'gitu']","['buzerrp', 'ghibah', 'caci', 'maki', 'fitnah', 'edit', 'video', 'berani', 'diskusi', 'adu', 'logika', 'dalil', 'rezim', 'jokowi', 'rusak', 'buzerrp', 'contoh', 'kemenkeu', 'undang', 'ahli', 'selesai', 'substansi', 'undang', 'buzzer', 'iya', 'gitu']"
AangKur54074556, maaf anda berada di negeri yang salah negeri ,Negatif,"['maaf', 'negeri', 'salah', 'negeri']","['maaf', 'negeri', 'salah', 'negeri']"
Hadib1s4, jd bingung saya klo penerimaan pajak tinggi atau sesuai target apakah semata karena kinerja kemenkeudjp trus kemenklpemda apakah g ada kontribusi ya yg dirasakan oleh wajib pajak,Positif,"['bingung', 'penerimaan', 'pajak', 'sesuai', 'target', 'kinerja', 'kemenkeudjp', 'trus', 'kemenklpemda', 'g', 'kontribusi', 'iya', 'dirasakan', 'wajib', 'pajak']","['bingung', 'terima', 'pajak', 'sesuai', 'target', 'kerja', 'kemenkeudjp', 'trus', 'kemenklpemda', 'g', 'kontribusi', 'iya', 'rasa', 'wajib', 'pajak']"
covid_hater, kalau kemenkeu mau bener jujur mestinya akan banyak orang yg kena tapi ya begitulah,Positif,"['kemenkeu', 'jujur', 'mestinya', 'orang', 'kena', 'iya']","['kemenkeu', 'jujur', 'mesti', 'orang', 'kena', 'iya']"
RyanAlfarizi070, sudah cak radikal radikalnya gimana pendapat bung ttg transaksi mencurigakan di kemenkeu,Positif,"['cak', 'radikal', 'radikalnya', 'pendapat', 'transaksi', 'mencurigakan', 'kemenkeu']","['cak', 'radikal', 'radikal', 'dapat', 'transaksi', 'curiga', 'kemenkeu']"
iJairt, harusnya gawe di kemenkeu ya money oriented ya kalau orientasinya ke inovasi gawe aja di brin,Positif,"['kerja', 'kemenkeu', 'iya', 'money', 'oriented', 'iya', 'orientasinya', 'inovasi', 'kerja', 'brin']","['kerja', 'kemenkeu', 'iya', 'money', 'oriented', 'iya', 'orientasi', 'inovasi', 'kerja', 'brin']"
tukangnya_ra, btw kata temen sy di kemenkeu d maksimal di grade atau iid tukinnya sekitar jeti maksimal,Positif,"['ngomong-ngomong', 'teman', 'kemenkeu', 'maksimal', 'grade', 'iid', 'tukinnya', 'jeti', 'maksimal']","['ngomong-ngomong', 'teman', 'kemenkeu', 'maksimal', 'grade', 'iid', 'tukinnya', 'jet', 'maksimal']"
BatuKepla, ohhh begini toh ceritanya ternyata dia berteriak terlebih dahulu sebelum membaca berita sebelumnya pasti dicecar kalau sampai hal ini dibongkar saat ada rdp komisi iii ppatk komite tppu dan kemenkeu semoga rdp itu terjadi ,Negatif,"['ohhh', 'ceritanya', 'berteriak', 'membaca', 'berita', 'dicecar', 'dibongkar', 'rdp', 'komisi', 'iii', 'ppatk', 'komite', 'tppu', 'kemenkeu', 'semoga', 'rdp']","['ohhh', 'cerita', 'teriak', 'baca', 'berita', 'cecar', 'bongkar', 'rdp', 'komisi', 'iii', 'ppatk', 'komite', 'tppu', 'kemenkeu', 'moga', 'rdp']"
Rahman87743273, maaf pak selesaikan permasalahan yg ada di kemenkeu soalnya nilai cukup gede pak,Positif,"['maaf', 'selesaikan', 'permasalahan', 'kemenkeu', 'nilai', 'gede']","['maaf', 'selesai', 'masalah', 'kemenkeu', 'nilai', 'gede']"
smartAde091, hendro hrsnya bs bedakan kasus dgn polemik segera saja limpahkan ke kejaksaan atau ma krn terduganya kemenkeu yg seharusnya sbg penyidik,Positif,"['hendro', 'hrsnya', 'bedakan', 'polemik', 'limpahkan', 'kejaksaan', 'ma', 'terduganya', 'kemenkeu', 'sbg', 'penyidik']","['hendro', 'hrsnya', 'beda', 'polemik', 'limpah', 'jaksa', 'ma', 'duga', 'kemenkeu', 'sbg', 'sidik']"
Paltiwest, yaelah yang di bawah kewenangan menkopolhukam aja ga beres kok sibuk ngurusin kemenkeu itu polisi hakim ga beres harusnya dibongkar mahfud dong,Negatif,"['yaelah', 'kewenangan', 'menkopolhukam', 'ga', 'beres', 'sibuk', 'ngurusin', 'kemenkeu', 'polisi', 'hakim', 'ga', 'beres', 'dibongkar', 'mahfud']","['yaelah', 'wenang', 'menkopolhukam', 'ga', 'beres', 'sibuk', 'ngurusin', 'kemenkeu', 'polisi', 'hakim', 'ga', 'beres', 'bongkar', 'mahfud']"
eDzulfikar, ini kapan kak fanny follow financial planner andalan kemenkeu ,Negatif,"['kak', 'fanny', 'follow', 'financial', 'planner', 'andalan', 'kemenkeu']","['kak', 'fanny', 'follow', 'financial', 'planner', 'andal', 'kemenkeu']"
HudSuharg, angka ratusan t money loundrey dan melibatkan ratusan asn dan ada pembiaran tahunan kurang apalagi sudah begitu parahnya pengelolaan negeri benar kata pengamat bisa jadi negeri bajingan usut tuntas sebelum negeri ini tenggelam ,Positif,"['angka', 'ratusan', 't', 'money', 'loundrey', 'melibatkan', 'ratusan', 'asn', 'pembiaran', 'tahunan', 'parahnya', 'pengelolaan', 'negeri', 'pengamat', 'negeri', 'bajingan', 'usut', 'tuntas', 'negeri', 'tenggelam']","['angka', 'ratus', 't', 'money', 'loundrey', 'libat', 'ratus', 'asn', 'biar', 'tahun', 'parah', 'kelola', 'negeri', 'amat', 'negeri', 'bajing', 'usut', 'tuntas', 'negeri', 'tenggelam']"
SeptyFatmawati,mahfud mengatakan ppatk telah melaporkan transaksi janggal ke kemenkeu sejak namun sayangnya akses sri mulyani terhadap temuan itu ditutupi anak buahnya sendiri laporan itu ternyata tak sampai ke tangan sri mulyani hingga ,Positif,"['mahfud', 'ppatk', 'melaporkan', 'transaksi', 'janggal', 'kemenkeu', 'sayangnya', 'akses', 'sri', 'mulyani', 'temuan', 'ditutupi', 'anak', 'buahnya', 'laporan', 'tangan', 'sri', 'mulyani']","['mahfud', 'ppatk', 'lapor', 'transaksi', 'janggal', 'kemenkeu', 'sayang', 'akses', 'sri', 'mulyani', 'temu', 'tutup', 'anak', 'buah', 'lapor', 'tangan', 'sri', 'mulyani']"
basitfurqon, gpp lah kali aja di undang kemenkeu klo tau followersnya banyak sekalian ngasih masukan dan perbaikan ee,Positif,"['tidak apa-apa', 'kali', 'undang', 'kemenkeu', 'followersnya', 'masukan', 'perbaikan', 'ee']","['tidak apa', 'kali', 'undang', 'kemenkeu', 'followersnya', 'masuk', 'baik', 'ee']"
e6acb0a4004e4a2, ini lah kocaknya hukum di ,Negatif,"['kocaknya', 'hukum']","['kocak', 'hukum']"
ShofiHoo, fyi di kemenkeu memiliki yang namanya penyidik pegawai negeri sipil ppns tepatnya di dirjen pajak dan bea cukai anw transaksi mencurigakan belum tentu pidana,Positif,"['sebagai informasi', 'kemenkeu', 'memiliki', 'namanya', 'penyidik', 'pegawai', 'negeri', 'sipil', 'ppns', 'tepatnya', 'dirjen', 'pajak', 'bea', 'cukai', 'anw', 'transaksi', 'mencurigakan', 'pidana']","['bagai informasi', 'kemenkeu', 'milik', 'nama', 'sidik', 'pegawai', 'negeri', 'sipil', 'ppns', 'tepat', 'dirjen', 'pajak', 'bea', 'cukai', 'anw', 'transaksi', 'curiga', 'pidana']"
pramudo,pelanggaran yang ditemukan tidak cukup ditindak masalah disiplin kepegawaian saja perlu diselidiki proses pelanggaran tersebut secara hukum hingga tindak pidana korupsi ataupun tindak pidana pencucian uang kemenkeu beacukai pajak kliping news,Positif,"['pelanggaran', 'ditemukan', 'ditindak', 'disiplin', 'kepegawaian', 'diselidiki', 'proses', 'pelanggaran', 'hukum', 'tindak', 'pidana', 'korupsi', 'tindak', 'pidana', 'pencucian', 'uang', 'kemenkeu', 'beacukai', 'pajak', 'kliping', 'news']","['langgar', 'temu', 'tindak', 'disiplin', 'pegawai', 'selidik', 'proses', 'langgar', 'hukum', 'tindak', 'pidana', 'korupsi', 'tindak', 'pidana', 'cuci', 'uang', 'kemenkeu', 'beacukai', 'pajak', 'kliping', 'news']"
againstzawarudo, masalah dpr sambo ra kemenkeu bea cukai dpr kanjuruhan t mau skandalnya segede apapun separah apapun toh kita bahasnya balik lagi ke suku ras dan agama para capres amp cawapres kita,Negatif,"['dpr', 'sambo', 'ra', 'kemenkeu', 'bea', 'cukai', 'dpr', 'kanjuruhan', 't', 'skandalnya', 'segede', 'apapun', 'separah', 'apapun', 'bahasnya', 'suku', 'ras', 'agama', 'capres', 'amp', 'cawapres']","['dpr', 'sambo', 'ra', 'kemenkeu', 'bea', 'cukai', 'dpr', 'kanjuruhan', 't', 'skandal', 'gede', 'apa', 'parah', 'apa', 'bahas', 'suku', 'ras', 'agama', 'capres', 'amp', 'cawapres']"
udinsetialah, bener ya ada faham radikal di kemenkeu,Negatif,"['iya', 'faham', 'radikal', 'kemenkeu']","['iya', 'faham', 'radikal', 'kemenkeu']"
RGumilangHP, instansi saya juga dipotong tukin kalau telat atau bolos dan pulang cepat hukuman disiplin lain juga ada pemotongan tuking dalam jangka waktu tertentu walaupun tukin kami ga sebesar kemenkeu,Positif,"['instansi', 'dipotong', 'tukin', 'terlambat', 'bolos', 'pulang', 'cepat', 'hukuman', 'disiplin', 'pemotongan', 'tuking', 'jangka', 'tukin', 'ga', 'kemenkeu']","['instansi', 'potong', 'tukin', 'lambat', 'bolos', 'pulang', 'cepat', 'hukum', 'disiplin', 'potong', 'tuking', 'jangka', 'tukin', 'ga', 'kemenkeu']"
bangsawan_caur, sampe gw baca thread ini gw baru sadar kita yg taat tp yg dpt bonus pegawai kemenkeu djp,Positif,"['baca', 'thread', 'sadar', 'taat', 'bonus', 'pegawai', 'kemenkeu', 'djp']","['baca', 'thread', 'sadar', 'taat', 'bonus', 'pegawai', 'kemenkeu', 'djp']"
djoniecash2, ini org layak diperiksa kemarin sempat nyangkal terkesan bela kemenkeu,Positif,"['orang', 'layak', 'diperiksa', 'kemarin', 'nyangkal', 'terkesan', 'bela', 'kemenkeu']","['orang', 'layak', 'periksa', 'kemarin', 'nyangkal', 'kes', 'bela', 'kemenkeu']"
arintonur, iya knp ga lsg aksi yg pny power penindakan ketua juga mengkoordinir aparat hukum bukannya menko polhukam malah bola panas dilempar ke kemenkeu ,Positif,"['iya', 'ga', 'lsg', 'aksi', 'pny', 'power', 'penindakan', 'ketua', 'mengkoordinir', 'aparat', 'hukum', 'menko', 'polhukam', 'bola', 'panas', 'dilempar', 'kemenkeu']","['iya', 'ga', 'lsg', 'aksi', 'pny', 'power', 'tindak', 'ketua', 'mengkoordinir', 'aparat', 'hukum', 'menko', 'polhukam', 'bola', 'panas', 'lempar', 'kemenkeu']"
Putrirawks, mana ada yang ngalahin tukin kemenkeu sih haduh kalo dl nutup dan bisa ngalahin tukin situ protesnya gak bakal semasif ini masih aja tutup mata dan bisabisanya berdalih iniitu mending diem aja gak si kalo udah nelen tukin gede takut beneran disamaratakan ya ,Negatif,"['ngalahin', 'tukin', 'kemenkeu', 'sih', 'haduh', 'dl', 'nutup', 'ngalahin', 'tukin', 'situ', 'protesnya', 'gak', 'semasif', 'tutup', 'mata', 'bisabisanya', 'berdalih', 'iniitu', 'lebih baik', 'diem', 'gak', 'si', 'nelen', 'tukin', 'gede', 'takut', 'beneran', 'disamaratakan', 'iya']","['ngalahin', 'tukin', 'kemenkeu', 'sih', 'haduh', 'dl', 'nutup', 'ngalahin', 'tukin', 'situ', 'protes', 'gak', 'masif', 'tutup', 'mata', 'bisabisanya', 'dalih', 'iniitu', 'lebih baik', 'diem', 'gak', 'si', 'nelen', 'tukin', 'gede', 'takut', 'beneran', 'disamaratakan', 'iya']"
BaharrudinPrb12, data udah clear tinggal penegakan hukum harus bu smi tidak defensif tapi proaktif audit semua pegawai kemenkeu pusat sampe daerah ptdh semua yg terlibat tppu dan tipikor ganti dengan pegawai baru dari pada kepercayaan publik turun penerimaan pajak kurang ekonomi melambat,Positif,"['data', 'clear', 'tinggal', 'penegakan', 'hukum', 'bu', 'smi', 'defensif', 'proaktif', 'audit', 'pegawai', 'kemenkeu', 'pusat', 'daerah', 'ptdh', 'terlibat', 'tppu', 'tipikor', 'ganti', 'pegawai', 'kepercayaan', 'publik', 'turun', 'penerimaan', 'pajak', 'ekonomi', 'melambat']","['data', 'clear', 'tinggal', 'tega', 'hukum', 'bu', 'smi', 'defensif', 'proaktif', 'audit', 'pegawai', 'kemenkeu', 'pusat', 'daerah', 'ptdh', 'libat', 'tppu', 'tipikor', 'ganti', 'pegawai', 'percaya', 'publik', 'turun', 'terima', 'pajak', 'ekonomi', 'lambat']"
